v2paid,party,country,year,a,b
4246,People's Progressive Party,GUY,1980,0.447,0.701
4246,People's Progressive Party,GUY,1985,0.447,0.866
4246,People's Progressive Party,GUY,1992,0.382,0.866
4246,People's Progressive Party,GUY,1997,0.44,0.715
4246,People's Progressive Party,GUY,2001,0.689,0.081
4246,People's Progressive Party,GUY,2006,0.6,0.203
4246,People's Progressive Party,GUY,2011,0.477,0.094
4246,People's Progressive Party,GUY,2015,0.588,0.268
4247,People's National Congress – Reform,GUY,1973,0.959,0.717
4247,People's National Congress – Reform,GUY,1980,0.994,0.098
4247,People's National Congress – Reform,GUY,1985,0.994,0.092
4247,People's National Congress – Reform,GUY,1992,0.813,0.202
4247,People's National Congress – Reform,GUY,1997,0.501,0.202
4247,People's National Congress – Reform,GUY,2001,0.434,0.202
4247,People's National Congress – Reform,GUY,2006,0.5,0.2
7119,A Partnership for National Unity,GUY,2011,0.426,0.197
7119,A Partnership for National Unity,GUY,2015,0.426,0.197
4518,Civic Party,HKG,2008,0.168,0.476
4518,Civic Party,HKG,2012,0.207,0.44
4518,Civic Party,HKG,2016,0.255,0.455
4519,Democratic Party,HKG,1995,0.267,0.584
4519,Democratic Party,HKG,1998,0.28,0.582
4519,Democratic Party,HKG,2000,0.28,0.597
4519,Democratic Party,HKG,2004,0.293,0.619
4519,Democratic Party,HKG,2008,0.295,0.618
4519,Democratic Party,HKG,2012,0.353,0.618
4519,Democratic Party,HKG,2016,0.309,0.595
4521,Labour Party,HKG,2012,0.21,0.696
4522,League of Social Democrats,HKG,2008,0.36,0.686
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,1995,0.665,0.362
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,1996,0.744,0.367
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,1998,0.736,0.292
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,2000,0.716,0.202
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,2004,0.715,0.199
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,2008,0.736,0.202
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,2012,0.706,0.192
5620,Democratic Alliance for the Betterment and Progress of Hong Kong,HKG,2016,0.718,0.239
5621,Hong Kong Federation of Trade Unions;,HKG,2008,0.613,0.649
5621,Hong Kong Federation of Trade Unions;,HKG,2012,0.623,0.601
5621,Hong Kong Federation of Trade Unions;,HKG,2016,0.694,0.584
6999,The Frontier,HKG,1998,0.262,0.409
6999,The Frontier,HKG,2000,0.219,0.476
7081,Hong Kong Association for Democracy and People's Livelihood,HKG,1995,0.245,0.59
8001,Liberal Party,HKG,1996,0.584,0.29
8001,Liberal Party,HKG,2004,0.649,0.331
8002,Hong Kong Confederation of Trade Unions,HKG,2000,0.357,0.707
8003,United Democrats of Hong Kong,HKG,1991,0.107,0.567
8004,Meeting Point,HKG,1991,0.185,0.321
8005,Liberal Democratic Federation of Hong Kong,HKG,1991,0.744,0.221
8006,Hong Kong Progressive Alliance,HKG,1996,0.768,0.275
8007,Business and Professionals Alliance for Hong Kong,HKG,2016,0.734,0.278
93543,alliance: People Power–League of Social Democrats,HKG,2016,0.234,0.825
93544,alliance: Civic Passion–Proletariat Political Institute–Hong Kong Resurgence Order,HKG,2016,0.399,0.703
224,Citizens' Movement,ISL,2009,0.087,0.47
363,Independence Party,ISL,1971,0.088,0.057
363,Independence Party,ISL,1974,0.088,0.057
363,Independence Party,ISL,1978,0.088,0.057
363,Independence Party,ISL,1979,0.088,0.057
363,Independence Party,ISL,1983,0.088,0.057
363,Independence Party,ISL,1987,0.088,0.057
363,Independence Party,ISL,1991,0.088,0.057
363,Independence Party,ISL,1995,0.088,0.057
363,Independence Party,ISL,1999,0.088,0.057
363,Independence Party,ISL,2003,0.088,0.057
363,Independence Party,ISL,2007,0.088,0.057
363,Independence Party,ISL,2009,0.088,0.057
363,Independence Party,ISL,2013,0.088,0.057
363,Independence Party,ISL,2016,0.088,0.057
363,Independence Party,ISL,2017,0.088,0.057
457,Left-Green Movement,ISL,1999,0.076,0.069
457,Left-Green Movement,ISL,2003,0.076,0.069
457,Left-Green Movement,ISL,2007,0.076,0.069
457,Left-Green Movement,ISL,2009,0.076,0.069
457,Left-Green Movement,ISL,2013,0.076,0.069
457,Left-Green Movement,ISL,2016,0.076,0.069
457,Left-Green Movement,ISL,2017,0.076,0.069
494,People's Movement,ISL,1995,0.071,0.18
525,Womens Alliance,ISL,1983,0.086,0.236
525,Womens Alliance,ISL,1987,0.086,0.236
525,Womens Alliance,ISL,1991,0.086,0.236
854,Social Democratic Federation,ISL,1983,0.068,0.106
964,Progressive Party,ISL,1971,0.076,0.154
964,Progressive Party,ISL,1974,0.076,0.154
964,Progressive Party,ISL,1978,0.076,0.154
964,Progressive Party,ISL,1979,0.076,0.154
964,Progressive Party,ISL,1983,0.076,0.154
964,Progressive Party,ISL,1987,0.076,0.154
964,Progressive Party,ISL,1991,0.076,0.154
964,Progressive Party,ISL,1995,0.076,0.154
964,Progressive Party,ISL,1999,0.076,0.154
964,Progressive Party,ISL,2003,0.076,0.154
964,Progressive Party,ISL,2007,0.076,0.154
964,Progressive Party,ISL,2009,0.076,0.154
964,Progressive Party,ISL,2013,0.076,0.207
964,Progressive Party,ISL,2016,0.076,0.207
964,Progressive Party,ISL,2017,0.076,0.207
1224,Liberal Party,ISL,2003,0.083,0.282
1224,Liberal Party,ISL,2007,0.083,0.282
1249,People's Alliance,ISL,1971,0.084,0.075
1249,People's Alliance,ISL,1974,0.084,0.075
1249,People's Alliance,ISL,1978,0.084,0.075
1249,People's Alliance,ISL,1979,0.084,0.075
1249,People's Alliance,ISL,1983,0.084,0.075
1249,People's Alliance,ISL,1987,0.084,0.075
1249,People's Alliance,ISL,1991,0.084,0.074
1249,People's Alliance,ISL,1995,0.084,0.074
1325,Social Democratic Party,ISL,1971,0.084,0.072
1325,Social Democratic Party,ISL,1974,0.084,0.072
1325,Social Democratic Party,ISL,1978,0.084,0.072
1325,Social Democratic Party,ISL,1979,0.084,0.072
1325,Social Democratic Party,ISL,1983,0.084,0.072
1325,Social Democratic Party,ISL,1987,0.084,0.072
1325,Social Democratic Party,ISL,1991,0.084,0.072
1325,Social Democratic Party,ISL,1995,0.084,0.072
1396,Social Democratic Alliance,ISL,1999,0.078,0.158
1396,Social Democratic Alliance,ISL,2003,0.078,0.158
1396,Social Democratic Alliance,ISL,2007,0.078,0.158
1396,Social Democratic Alliance,ISL,2009,0.078,0.158
1396,Social Democratic Alliance,ISL,2013,0.078,0.158
1396,Social Democratic Alliance,ISL,2016,0.078,0.158
1396,Social Democratic Alliance,ISL,2017,0.078,0.158
1433,Citizens' Party (1987),ISL,1987,0.087,0.105
1517,Union of Liberals and Leftist,ISL,1971,0.072,0.064
2048,Pirate Party of Iceland,ISL,2013,0.104,0.415
2048,Pirate Party of Iceland,ISL,2016,0.104,0.415
2048,Pirate Party of Iceland,ISL,2017,0.104,0.415
2517,Bright Future,ISL,2013,0.079,0.128
2517,Bright Future,ISL,2016,0.079,0.128
5454,Reform Party,ISL,2016,0.077,0.056
5454,Reform Party,ISL,2017,0.077,0.056
5852,People's Party,ISL,2017,0.089,0.477
7565,Centre Party,ISL,2017,0.087,0.416
235,Israel is Our Home,ISR,2006,0.247,0.281
235,Israel is Our Home,ISR,2009,0.247,0.281
235,Israel is Our Home,ISR,2013,0.226,0.281
235,Israel is Our Home,ISR,2015,0.27,0.251
235,Israel is Our Home,ISR,2019,0.303,0.042
455,Sephardi Torah Guardians,ISR,1996,0.077,0.321
455,Sephardi Torah Guardians,ISR,1999,0.123,0.348
455,Sephardi Torah Guardians,ISR,2003,0.075,0.321
455,Sephardi Torah Guardians,ISR,2006,0.075,0.298
455,Sephardi Torah Guardians,ISR,2009,0.075,0.298
455,Sephardi Torah Guardians,ISR,2013,0.075,0.265
455,Sephardi Torah Guardians,ISR,2015,0.065,0.336
455,Sephardi Torah Guardians,ISR,2019,0.055,0.336
484,Forward,ISR,2006,0.053,0.078
484,Forward,ISR,2009,0.064,0.078
557,Change,ISR,1999,0.083,0.049
557,Change,ISR,2003,0.083,0.049
615,Alignment,ISR,1973,0.208,0.085
615,Alignment,ISR,1977,0.208,0.083
615,Alignment,ISR,1981,0.139,0.083
615,Alignment,ISR,1984,0.139,0.083
615,Alignment,ISR,1988,0.052,0.083
615,Alignment,ISR,1992,0.052,0.083
615,Alignment,ISR,1996,0.052,0.083
615,Alignment,ISR,1999,0.052,0.083
615,Alignment,ISR,2003,0.052,0.083
615,Alignment,ISR,2006,0.052,0.074
615,Alignment,ISR,2009,0.052,0.074
615,Alignment,ISR,2013,0.052,0.074
615,Alignment,ISR,2015,0.06,0.074
745,Crossroads,ISR,1992,0.042,0.047
953,National Union,ISR,2003,0.112,0.081
953,National Union,ISR,2006,0.099,0.081
1036,Likud-National Liberal Movement,ISR,1973,0.088,0.493
1036,Likud-National Liberal Movement,ISR,1977,0.059,0.493
1036,Likud-National Liberal Movement,ISR,1981,0.118,0.493
1036,Likud-National Liberal Movement,ISR,1984,0.071,0.324
1036,Likud-National Liberal Movement,ISR,1988,0.071,0.324
1036,Likud-National Liberal Movement,ISR,1992,0.071,0.324
1036,Likud-National Liberal Movement,ISR,1996,0.104,0.324
1036,Likud-National Liberal Movement,ISR,1999,0.189,0.415
1036,Likud-National Liberal Movement,ISR,2003,0.064,0.297
1036,Likud-National Liberal Movement,ISR,2006,0.073,0.331
1036,Likud-National Liberal Movement,ISR,2009,0.101,0.358
1036,Likud-National Liberal Movement,ISR,2013,0.157,0.464
1036,Likud-National Liberal Movement,ISR,2015,0.159,0.65
1036,Likud-National Liberal Movement,ISR,2019,0.305,0.743
1053,Israel for Immigration,ISR,1996,0.041,0.048
1053,Israel for Immigration,ISR,1999,0.041,0.048
1061,Centre Party,ISR,1999,0.037,0.074
1075,United Torah Judaism,ISR,2013,0.104,0.105
1075,United Torah Judaism,ISR,2015,0.104,0.105
1075,United Torah Judaism,ISR,2019,0.104,0.105
1380,Democratic Movement for Change,ISR,1977,0.039,0.051
1447,National Religious Party,ISR,1973,0.036,0.1
1447,National Religious Party,ISR,1977,0.036,0.1
1447,National Religious Party,ISR,1992,0.057,0.121
1447,National Religious Party,ISR,1996,0.057,0.098
3121,Pensioners of Israel,ISR,2006,0.037,0.047
3128,There is a Future,ISR,2013,0.143,0.225
3128,There is a Future,ISR,2015,0.089,0.067
3131,Energy,ISR,1992,0.053,0.044
3131,Energy,ISR,1996,0.053,0.044
3131,Energy,ISR,1999,0.053,0.044
3131,Energy,ISR,2003,0.053,0.044
3273,All of Us,ISR,2015,0.035,0.255
3677,Jewish Home,ISR,2013,0.056,0.495
3677,Jewish Home,ISR,2015,0.056,0.495
7599,Blue and White,ISR,2019,0.064,0.08
7912,Joint List,ISR,2015,0.163,0.33
7912,Joint List,ISR,2019,0.149,0.33
93548,alliance: Yamina,ISR,2019,0.124,0.124
7451,Liberals [no-party],KWT,2003,0.384,0.59
7451,Liberals [no-party],KWT,2006,0.384,0.59
7451,Liberals [no-party],KWT,2008,0.384,0.59
7451,Liberals [no-party],KWT,2009,0.384,0.59
7451,Liberals [no-party],KWT,2013,0.389,0.581
7452,Tribal candidates // Tribal groups [no-party],KWT,2009,0.743,0.343
7452,Tribal candidates // Tribal groups [no-party],KWT,2012,0.743,0.343
7452,Tribal candidates // Tribal groups [no-party],KWT,2013,0.743,0.343
7453,Shi'ite Religious [no-party],KWT,1971,0.53,0.59
7453,Shi'ite Religious [no-party],KWT,1975,0.534,0.59
7453,Shi'ite Religious [no-party],KWT,1981,0.534,0.59
7453,Shi'ite Religious [no-party],KWT,1985,0.533,0.59
7453,Shi'ite Religious [no-party],KWT,1992,0.533,0.59
7453,Shi'ite Religious [no-party],KWT,1996,0.533,0.59
7453,Shi'ite Religious [no-party],KWT,1999,0.533,0.59
7453,Shi'ite Religious [no-party],KWT,2009,0.536,0.587
7453,Shi'ite Religious [no-party],KWT,2012,0.536,0.587
7453,Shi'ite Religious [no-party],KWT,2013,0.536,0.587
7454,Pro-Government [no-party],KWT,1971,0.624,0.099
7454,Pro-Government [no-party],KWT,1975,0.624,0.099
7454,Pro-Government [no-party],KWT,1981,0.624,0.099
7454,Pro-Government [no-party],KWT,1985,0.624,0.099
7454,Pro-Government [no-party],KWT,1992,0.624,0.099
7454,Pro-Government [no-party],KWT,1996,0.624,0.099
7454,Pro-Government [no-party],KWT,1999,0.624,0.099
7454,Pro-Government [no-party],KWT,2003,0.624,0.099
7454,Pro-Government [no-party],KWT,2006,0.624,0.099
7455,Sunni Religious [no-party],KWT,1971,0.749,0.583
7455,Sunni Religious [no-party],KWT,1975,0.749,0.583
7455,Sunni Religious [no-party],KWT,1981,0.749,0.583
7455,Sunni Religious [no-party],KWT,1985,0.749,0.583
7455,Sunni Religious [no-party],KWT,1992,0.749,0.583
7455,Sunni Religious [no-party],KWT,1996,0.749,0.583
7455,Sunni Religious [no-party],KWT,1999,0.749,0.583
7456,Secular Opposition [no-party],KWT,1971,0.376,0.594
7456,Secular Opposition [no-party],KWT,1975,0.383,0.594
7456,Secular Opposition [no-party],KWT,1981,0.383,0.594
7456,Secular Opposition [no-party],KWT,1985,0.383,0.594
7456,Secular Opposition [no-party],KWT,1992,0.383,0.594
7456,Secular Opposition [no-party],KWT,1996,0.383,0.594
7456,Secular Opposition [no-party],KWT,1999,0.383,0.594
7457,Sunni Islamists [no-party],KWT,2008,0.742,0.58
7457,Sunni Islamists [no-party],KWT,2009,0.742,0.58
7457,Sunni Islamists [no-party],KWT,2012,0.742,0.58
7457,Sunni Islamists [no-party],KWT,2013,0.742,0.58
7458,Islamists [no-party],KWT,2003,0.525,0.577
7458,Islamists [no-party],KWT,2006,0.525,0.577
7458,Islamists [no-party],KWT,2008,0.525,0.577
93552,alliance: Shiite + Popular Action Bloc,KWT,2008,0.527,0.575
64,Lithuanian Social Democratic Party,LTU,1990,0.08,0.464
64,Lithuanian Social Democratic Party,LTU,1992,0.04,0.391
64,Lithuanian Social Democratic Party,LTU,1996,0.037,0.359
64,Lithuanian Social Democratic Party,LTU,2000,0.04,0.296
64,Lithuanian Social Democratic Party,LTU,2004,0.04,0.18
64,Lithuanian Social Democratic Party,LTU,2008,0.04,0.181
64,Lithuanian Social Democratic Party,LTU,2012,0.039,0.213
64,Lithuanian Social Democratic Party,LTU,2016,0.04,0.182
74,The Way of Courage,LTU,2012,0.428,0.971
102,Labour Party,LTU,2004,0.12,0.659
102,Labour Party,LTU,2008,0.078,0.568
102,Labour Party,LTU,2012,0.075,0.537
102,Labour Party,LTU,2016,0.076,0.539
193,Homeland Union / Homeland Union – Lithuanian Christian Democrats,LTU,1992,0.427,0.264
193,Homeland Union / Homeland Union – Lithuanian Christian Democrats,LTU,1996,0.278,0.261
193,Homeland Union / Homeland Union – Lithuanian Christian Democrats,LTU,2000,0.183,0.129
193,Homeland Union / Homeland Union – Lithuanian Christian Democrats,LTU,2004,0.071,0.126
193,Homeland Union / Homeland Union – Lithuanian Christian Democrats,LTU,2008,0.072,0.131
193,Homeland Union / Homeland Union – Lithuanian Christian Democrats,LTU,2012,0.066,0.132
193,Homeland Union / Homeland Union – Lithuanian Christian Democrats,LTU,2016,0.064,0.146
237,Order and Justice – Liberal Democratic Party,LTU,2004,0.131,0.79
237,Order and Justice – Liberal Democratic Party,LTU,2008,0.09,0.704
237,Order and Justice – Liberal Democratic Party,LTU,2012,0.089,0.694
237,Order and Justice – Liberal Democratic Party,LTU,2016,0.09,0.693
347,National Resurrection Party,LTU,2008,0.052,0.538
546,Democratic Labour Party of Lithuania,LTU,1992,0.065,0.215
546,Democratic Labour Party of Lithuania,LTU,1996,0.046,0.205
546,Democratic Labour Party of Lithuania,LTU,2000,0.04,0.188
556,Election Action of Lithuania's Poles,LTU,2012,0.033,0.402
556,Election Action of Lithuania's Poles,LTU,2016,0.033,0.4
1185,Center Union of Lithuania,LTU,1996,0.041,0.297
1193,Liberal and Centre Union,LTU,2004,0.024,0.088
1193,Liberal and Centre Union,LTU,2008,0.024,0.088
1357,Liberal Union of Lithuania,LTU,2000,0.032,0.094
1490,Lithuanian Peasant [Popular/Greens] Union,LTU,2004,0.035,0.314
1490,Lithuanian Peasant [Popular/Greens] Union,LTU,2016,0.061,0.535
1587,Communist Party of Lithuania,LTU,1990,0.383,0.333
1744,Liberals' Movement of the Republic of Lithuania,LTU,2008,0.023,0.049
1744,Liberals' Movement of the Republic of Lithuania,LTU,2012,0.022,0.051
1744,Liberals' Movement of the Republic of Lithuania,LTU,2016,0.022,0.049
1800,New Union (Social Liberals),LTU,2000,0.051,0.637
1800,New Union (Social Liberals),LTU,2004,0.044,0.514
6804,Lithuanian Christian Democratic Party,LTU,1992,0.179,0.201
6804,Lithuanian Christian Democratic Party,LTU,1996,0.069,0.201
7420,Communist Party of Lithuania/Communist Party of the Soviet Union,LTU,1990,0.929,0.206
186,Luxembourg Socialist Workers' Party,LUX,1974,0.037,0.053
186,Luxembourg Socialist Workers' Party,LUX,1979,0.037,0.053
186,Luxembourg Socialist Workers' Party,LUX,1984,0.037,0.053
186,Luxembourg Socialist Workers' Party,LUX,1989,0.037,0.053
186,Luxembourg Socialist Workers' Party,LUX,1994,0.037,0.053
186,Luxembourg Socialist Workers' Party,LUX,1999,0.037,0.055
186,Luxembourg Socialist Workers' Party,LUX,2004,0.037,0.055
186,Luxembourg Socialist Workers' Party,LUX,2009,0.037,0.055
186,Luxembourg Socialist Workers' Party,LUX,2013,0.037,0.055
300,Democratic Party,LUX,1974,0.036,0.058
300,Democratic Party,LUX,1979,0.036,0.058
300,Democratic Party,LUX,1984,0.036,0.058
300,Democratic Party,LUX,1989,0.036,0.058
300,Democratic Party,LUX,1994,0.036,0.058
300,Democratic Party,LUX,1999,0.036,0.058
300,Democratic Party,LUX,2004,0.036,0.058
300,Democratic Party,LUX,2009,0.036,0.058
300,Democratic Party,LUX,2013,0.036,0.058
539,Christian Social People's Party,LUX,1974,0.037,0.104
539,Christian Social People's Party,LUX,1979,0.037,0.104
539,Christian Social People's Party,LUX,1984,0.037,0.104
539,Christian Social People's Party,LUX,1989,0.039,0.104
539,Christian Social People's Party,LUX,1994,0.039,0.104
539,Christian Social People's Party,LUX,1999,0.039,0.104
539,Christian Social People's Party,LUX,2004,0.039,0.105
539,Christian Social People's Party,LUX,2009,0.039,0.105
539,Christian Social People's Party,LUX,2013,0.039,0.105
898,Social Democratic Party,LUX,1974,0.035,0.291
898,Social Democratic Party,LUX,1979,0.035,0.291
1114,Action Committee Pensions / Alternative Democratic Reform Party,LUX,1989,0.035,0.365
1114,Action Committee Pensions / Alternative Democratic Reform Party,LUX,1994,0.035,0.365
1114,Action Committee Pensions / Alternative Democratic Reform Party,LUX,1999,0.035,0.365
1114,Action Committee Pensions / Alternative Democratic Reform Party,LUX,2004,0.035,0.365
1114,Action Committee Pensions / Alternative Democratic Reform Party,LUX,2009,0.035,0.483
1114,Action Committee Pensions / Alternative Democratic Reform Party,LUX,2013,0.271,0.565
1138,The Greens,LUX,1984,0.037,0.134
1138,The Greens,LUX,1994,0.036,0.054
1138,The Greens,LUX,1999,0.036,0.054
1138,The Greens,LUX,2004,0.036,0.054
1138,The Greens,LUX,2009,0.036,0.054
1138,The Greens,LUX,2013,0.036,0.054
1647,Communist Party of Luxembourg,LUX,1974,0.27,0.656
1647,Communist Party of Luxembourg,LUX,1979,0.27,0.656
1647,Communist Party of Luxembourg,LUX,1984,0.27,0.656
1647,Communist Party of Luxembourg,LUX,1989,0.27,0.656
171,Liberal Democratic Party,MKD,1998,0.137,0.16
171,Liberal Democratic Party,MKD,2002,0.135,0.159
354,Democratic Alternative,MKD,1998,0.139,0.254
431,Democratic Party of Albanians,MKD,2002,0.285,0.234
431,Democratic Party of Albanians,MKD,2006,0.263,0.234
431,Democratic Party of Albanians,MKD,2008,0.335,0.222
431,Democratic Party of Albanians,MKD,2011,0.254,0.222
431,Democratic Party of Albanians,MKD,2014,0.252,0.223
1033,Party for Democratic Prosperity,MKD,1994,0.101,0.199
1033,Party for Democratic Prosperity,MKD,1998,0.138,0.213
1220,Democratic Union for Integrations,MKD,2002,0.166,0.236
1220,Democratic Union for Integrations,MKD,2006,0.13,0.246
1220,Democratic Union for Integrations,MKD,2008,0.092,0.19
1220,Democratic Union for Integrations,MKD,2011,0.292,0.173
1220,Democratic Union for Integrations,MKD,2014,0.281,0.192
1220,Democratic Union for Integrations,MKD,2016,0.281,0.179
1508,Social Democratic Union of Macedonia,MKD,1998,0.385,0.18
1508,Social Democratic Union of Macedonia,MKD,2002,0.239,0.18
1508,Social Democratic Union of Macedonia,MKD,2006,0.257,0.18
1508,Social Democratic Union of Macedonia,MKD,2008,0.21,0.18
1508,Social Democratic Union of Macedonia,MKD,2011,0.22,0.18
1508,Social Democratic Union of Macedonia,MKD,2014,0.342,0.18
1674,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity,MKD,1994,0.473,0.408
1674,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity,MKD,1998,0.604,0.252
