v2paid,party,country,year,a,b
655,Socialist Party,PRT,2019,0.019,0.319
657,Republican and Socialist Front,PRT,1980,0.028,0.384
1308,Democratic and Social Center / People's Party,PRT,1975,0.039,0.086
1308,Democratic and Social Center / People's Party,PRT,1976,0.039,0.086
1308,Democratic and Social Center / People's Party,PRT,1983,0.035,0.085
1308,Democratic and Social Center / People's Party,PRT,1985,0.035,0.085
1308,Democratic and Social Center / People's Party,PRT,1995,0.037,0.086
1308,Democratic and Social Center / People's Party,PRT,1999,0.037,0.134
1308,Democratic and Social Center / People's Party,PRT,2002,0.065,0.194
1308,Democratic and Social Center / People's Party,PRT,2005,0.059,0.194
1308,Democratic and Social Center / People's Party,PRT,2009,0.059,0.194
1308,Democratic and Social Center / People's Party,PRT,2011,0.061,0.142
1310,Left Bloc,PRT,2005,0.019,0.434
1310,Left Bloc,PRT,2009,0.02,0.434
1310,Left Bloc,PRT,2011,0.02,0.441
1310,Left Bloc,PRT,2015,0.02,0.435
1310,Left Bloc,PRT,2019,0.02,0.406
1359,Popular Democratic Party / Social Democratic Party,PRT,1975,0.04,0.218
1359,Popular Democratic Party / Social Democratic Party,PRT,1976,0.04,0.218
1359,Popular Democratic Party / Social Democratic Party,PRT,1983,0.037,0.174
1359,Popular Democratic Party / Social Democratic Party,PRT,1985,0.037,0.148
1359,Popular Democratic Party / Social Democratic Party,PRT,1987,0.034,0.148
1359,Popular Democratic Party / Social Democratic Party,PRT,1991,0.037,0.186
1359,Popular Democratic Party / Social Democratic Party,PRT,1995,0.036,0.144
1359,Popular Democratic Party / Social Democratic Party,PRT,1999,0.036,0.144
1359,Popular Democratic Party / Social Democratic Party,PRT,2002,0.057,0.141
1359,Popular Democratic Party / Social Democratic Party,PRT,2005,0.057,0.141
1359,Popular Democratic Party / Social Democratic Party,PRT,2009,0.06,0.106
1359,Popular Democratic Party / Social Democratic Party,PRT,2011,0.062,0.144
1359,Popular Democratic Party / Social Democratic Party,PRT,2015,0.062,0.109
1359,Popular Democratic Party / Social Democratic Party,PRT,2019,0.059,0.109
1600,Democratic Renewal Party,PRT,1985,0.028,0.339
1600,Democratic Renewal Party,PRT,1987,0.028,0.339
1705,United People Alliance,PRT,1979,0.087,0.512
1705,United People Alliance,PRT,1980,0.066,0.512
1705,United People Alliance,PRT,1985,0.032,0.508
1742,Democratic Alliance,PRT,1979,0.035,0.231
1742,Democratic Alliance,PRT,1980,0.035,0.231
4753,National Union,PRT,1973,0.856,0.017
11,Christian Democratic Party,SLV,1970,0.315,0.381
11,Christian Democratic Party,SLV,1982,0.512,0.46
11,Christian Democratic Party,SLV,1985,0.546,0.46
11,Christian Democratic Party,SLV,1988,0.542,0.195
11,Christian Democratic Party,SLV,1991,0.353,0.195
11,Christian Democratic Party,SLV,1994,0.324,0.193
11,Christian Democratic Party,SLV,1997,0.423,0.084
11,Christian Democratic Party,SLV,2000,0.472,0.084
11,Christian Democratic Party,SLV,2003,0.393,0.084
11,Christian Democratic Party,SLV,2006,0.371,0.084
11,Christian Democratic Party,SLV,2009,0.371,0.084
686,National Conciliation [Coalition] Party,SLV,1970,0.99,0.075
686,National Conciliation [Coalition] Party,SLV,1972,0.99,0.081
686,National Conciliation [Coalition] Party,SLV,1974,0.99,0.082
686,National Conciliation [Coalition] Party,SLV,1976,0.99,0.082
686,National Conciliation [Coalition] Party,SLV,1978,0.992,0.082
686,National Conciliation [Coalition] Party,SLV,1982,0.995,0.085
686,National Conciliation [Coalition] Party,SLV,1985,0.995,0.085
686,National Conciliation [Coalition] Party,SLV,1988,0.99,0.085
686,National Conciliation [Coalition] Party,SLV,1991,0.969,0.086
686,National Conciliation [Coalition] Party,SLV,1994,0.44,0.086
686,National Conciliation [Coalition] Party,SLV,1997,0.408,0.086
686,National Conciliation [Coalition] Party,SLV,2000,0.397,0.086
686,National Conciliation [Coalition] Party,SLV,2003,0.397,0.086
686,National Conciliation [Coalition] Party,SLV,2006,0.256,0.086
686,National Conciliation [Coalition] Party,SLV,2009,0.259,0.295
686,National Conciliation [Coalition] Party,SLV,2012,0.166,0.295
686,National Conciliation [Coalition] Party,SLV,2015,0.166,0.088
686,National Conciliation [Coalition] Party,SLV,2018,0.166,0.088
978,Farabundo Martí National Liberation Front,SLV,1994,0.411,0.958
978,Farabundo Martí National Liberation Front,SLV,1997,0.298,0.958
978,Farabundo Martí National Liberation Front,SLV,2000,0.296,0.958
978,Farabundo Martí National Liberation Front,SLV,2003,0.273,0.958
978,Farabundo Martí National Liberation Front,SLV,2006,0.273,0.958
978,Farabundo Martí National Liberation Front,SLV,2009,0.253,0.913
978,Farabundo Martí National Liberation Front,SLV,2012,0.253,0.763
978,Farabundo Martí National Liberation Front,SLV,2015,0.253,0.72
978,Farabundo Martí National Liberation Front,SLV,2018,0.253,0.72
1456,Democratic Change,SLV,1991,0.023,0.583
1456,Democratic Change,SLV,1994,0.023,0.583
1709,Nationalist Republican Alliance,SLV,1982,0.995,0.249
1709,Nationalist Republican Alliance,SLV,1985,0.995,0.249
1709,Nationalist Republican Alliance,SLV,1988,0.995,0.249
